program,year,last_name,full_name,first_name,affiliation_QID,subprogram,multi.year_award,fellowship.title
Clark,2024,Alberti,"Alberti, Francesca",Francesca,Q337494,NA,NA,NA
Clark,2024,Anagnost,"Anagnost, Adrian",Adrian,Q1193547,NA,NA,NA
Clark,2024,Baldasarre,"Baldasarre, María",María Isabel,Q5733950,NA,NA,NA
Clark,2024,Beleza-Barreiros,"Beleza-Barreiros, Inês",Inês,Q1979891,NA,NA,NA
Clark,2024,Boone,"Boone, Emilie",Emilie,Q49210,NA,NA,NA
Clark,2024,Bosc-Tiessé,"Bosc-Tiessé, Claire",Claire,Q280413,NA,NA,NA
Clark,2024,Bost,"Bost, Darius",Darius,Q955764,NA,NA,NA
Clark,2024,Gosine,"Gosine, Andil",Andil,Q849751,NA,NA,NA
Clark,2024,Greene,"Greene, Nikki A.",Nikki A.,Q49205,NA,NA,NA
Clark,2024,Abdul Malak,"Abdul Malak, Rima",Rima,Q90,NA,NA,NA
Clark,2024,Matar,"Matar, Roula",Roula,Q1050988,NA,NA,NA
Clark,2024,Holmquist Pachas,"Holmquist Pachas, Ulla",Ulla,Q200601,NA,NA,NA
Clark,2024,Del Valle Schorske,"Del Valle Schorske, Carina",Carina,Q18419,NA,NA,NA
Clark,2024,Scott,"Scott, David",David,Q49088,NA,NA,NA
Clark,2024,Trusted,"Trusted, Marjorie (Holly)",Marjorie (Holly),Q192775,NA,NA,NA
Clark,2024,Tymkiv,"Tymkiv, Svitlana",Svitlana,Q131281229,NA,NA,NA
Clark,2023,Simões,"Simões, Igor",Igor,Q10387820,NA,NA,NA
Clark,2023,Bogel,"Bogel, Cynthea J.",Cynthea J.,Q1188786,NA,NA,NA
Clark,2023,Foa,"Foa, Michelle",Michelle,Q1193547,NA,NA,NA
Clark,2023,Ringelberg,"Ringelberg, Kirsten",Kirsten,Q4568893,NA,NA,NA
Clark,2023,Benites,"Benites, Sandra",Sandra,Q10286372,NA,NA,NA
Clark,2023,Yusaf,"Yusaf, Shundana",Shundana,Q168515,NA,NA,NA
Clark,2023,Shtromberg,"Shtromberg, Elena",Elena,Q168515,NA,NA,NA
Clark,2023,Ekman,"Ekman, Anita",Anita,Q174,NA,NA,NA
Clark,2023,Del Árbol,"Del Árbol, Marta Ruiz",Marta Ruiz,Q176251,NA,NA,NA
Clark,2023,Balaram,"Balaram, Rakhee",Rakhee,Q1780816,NA,NA,NA
Clark,2023,Doherty,"Doherty, Brigid",Brigid,Q21578,NA,NA,NA
Clark,2023,Escobar,"Escobar, Jesús  R.",Jesús,Q309350,NA,NA,NA
Clark,2023,Hudson,"Hudson, Suzanne",Suzanne,Q4614,NA,NA,NA
Clark,2023,Howley,"Howley, Kathryn",Kathryn,Q49210,NA,NA,NA
Clark,2023,Meredith,"Meredith, Hallie G.",Hallie G.,Q597236,NA,NA,NA
Clark,2023,Flucker,"Flucker, Turry M.",Turry M.,Q6603941,NA,NA,NA
Clark,2023,James,"James, Erica Moiah",Erica Moiah,Q738258,NA,NA,NA
Clark,2023,Oliver,"Oliver, Keisha",Keisha,Q74432603,NA,NA,NA
Clark,2023,Han,"Han, Sora",Sora,Q868421,NA,NA,NA
Clark,2022,Hamill,"Hamill, Sarah",Sarah,Q1051840,NA,NA,NA
Clark,2022,Graves,"Graves, Margaret S.",Margaret S.,Q1079140,NA,NA,NA
Clark,2022,Lozère,"Lozère, Christelle",Christelle,Q16682075,NA,NA,NA
Clark,2022,Paravisini-Gebert,"Paravisini-Gebert, Lizabeth",Lizabeth,Q2093794,NA,NA,NA
Clark,2022,Rose,"Rose, Sam",Sam,Q216273,NA,NA,NA
Clark,2022,Bonfait,"Bonfait, Olivier",Olivier,Q287072,NA,NA,NA
Clark,2022,Flatley,"Flatley, Jonathan",Jonathan,Q349055,NA,NA,NA
Clark,2022,Koering,"Koering, Jérémie",Jérémie,Q36188,NA,NA,NA
Clark,2022,Ioannidis,"Ioannidis, Konstantinos",Konstantinos,Q414014,NA,NA,NA
Clark,2022,Makonnen,"Makonnen, Tsedaye",Tsedaye,Q61,NA,NA,NA
Clark,2022,Donette,"Donette, Francis",Francis,Q738258,NA,NA,NA
Clark,2022,Touma,"Touma, Josephine",Josephine,Q741082,NA,NA,NA
Clark,2022,Smith,"Smith, Shawn Michelle",Shawn Michelle,Q7432601,NA,NA,NA
Clark,2022,Lähnemann,"Lähnemann, Ingmar",Ingmar,Q80195096,NA,NA,NA
Clark,2022,Melius,"Melius, Jeremy",Jeremy,Q84,NA,NA,NA
Clark,2022,Dubois,"Dubois, Vashti",Vashti,Q96742105,NA,NA,NA
Clark,2021,Engmann,"Engmann, Rachel Ama Asaa",Rachel Ama Asaa,Q1082964,NA,NA,NA
Clark,2021,Sichel,"Sichel, Jennifer",Jennifer,Q1317143,NA,NA,NA
Clark,2021,Hahn,"Hahn, Cynthia",Cynthia,Q1446181,NA,NA,NA
Clark,2021,Freund,"Freund, Amy",Amy,Q1536258,NA,NA,NA
Clark,2021,Conduru,"Conduru, Roberto",Roberto,Q1536258,NA,NA,NA
Clark,2021,Fajardo-Hill,"Fajardo-Hill, Cecilia",Cecilia,Q174710,NA,NA,NA
Clark,2021,Lazevnik,"Lazevnik, Ashley",Ashley,Q1785291,NA,NA,NA
Clark,2021,Doherty,"Doherty, Brigid",Brigid,Q21578,NA,NA,NA
Clark,2021,Small,"Small, Irene V.",Irene V.,Q21578,NA,NA,NA
Clark,2021,Davis,"Davis, Julie Nelson",Julie Nelson,Q49117,NA,NA,NA
Clark,2021,Peers,"Peers, Glenn",Glenn,Q617433,NA,NA,NA
Clark,2021,Lee,"Lee, Lisa",Lisa,Q621043,NA,NA,NA
Clark,2021,Dackerman,"Dackerman, Susan",Susan,Q65,NA,NA,NA
Clark,2021,Oliver,"Oliver, Keisha",Keisha,Q74432603,NA,NA,NA
Clark,2021,Nelson,"Nelson, Jennifer",Jennifer,Q838330,NA,NA,NA
Clark,2021,Schindler,"Schindler, Robert",Robert,Q865736,NA,NA,NA
Clark,2021,Tani,"Tani, Ellen",Ellen,Q87195168,NA,NA,NA
Clark,2021,Payne,"Payne, Edward",Edward,Q924265,NA,NA,NA
Clark,2020,Vaughn,"Vaughn, Jessica",Jessica,Q1345,NA,NA,NA
Clark,2020,Doherty,"Doherty, Brigid",Brigid,Q21578,NA,NA,NA
Clark,2020,Kee,"Kee, Joan",Joan,Q230492,NA,NA,NA
Clark,2020,Harris,"Harris, Julie",Julie,Q2896792,NA,NA,NA
Clark,2020,Hyde,"Hyde, Timothy",Timothy,Q49108,NA,NA,NA
Clark,2020,Weddle,"Weddle, Saundra",Saundra,Q5309401,NA,NA,NA
Clark,2020,Burrus,"Burrus, Virginia",Virginia,Q617433,NA,NA,NA
Clark,2020,Lee,"Lee, Lisa",Lisa,Q621043,NA,NA,NA
Clark,2019,Suda,"Suda, Alexandra",Alexandra,Q1068063,NA,NA,NA
Clark,2019,Horton,"Horton, Jessica L.",Jessica,Q1068072,NA,NA,NA
Clark,2019,Cohen,"Cohen, Kris",Kris,Q1140775,NA,NA,NA
Clark,2019,Bajorek,"Bajorek, Jennifer",Jennifer,Q1706859,NA,NA,NA
Clark,2019,Penner,"Penner, Barbara",Barbara,Q193196,NA,NA,NA
Clark,2019,Poddar,"Poddar, Neeraja",Neeraja,Q129099831,NA,NA,NA
Clark,2019,Cordez,"Cordez, Philippe",Philippe,Q253771,NA,NA,NA
Clark,2019,Scheid,"Scheid, Kirsten",Kirsten,Q469482,NA,NA,NA
Clark,2019,Bonin,"Bonin, Christianna",Christianna,Q49108,NA,NA,NA
Clark,2019,Clarke,"Clarke, Christa",Christa,Q49199,NA,NA,NA
Clark,2019,Sidlauskas,"Sidlauskas, Susan",Susan,Q499451,NA,NA,NA
Clark,2019,Ramond,"Ramond, Sylvie",Sylvie,Q511,NA,NA,NA
Clark,2019,Olalquiaga,"Olalquiaga, Celeste",Celeste,Q60,NA,NA,NA
Clark,2019,Childs,"Childs, Adrienne L.",Adrienne,Q61,NA,NA,NA
Clark,2019,Gagliardi,"Gagliardi, Susan Elizabeth",Susan,Q621043,NA,NA,NA
Clark,2019,Pagliano,"Pagliano, Eric",Eric,Q670250,NA,NA,NA
Clark,2019,Ellis,"Ellis, Lisa",Lisa,Q670250,NA,NA,NA
Clark,2019,Chang,"Chang, Jiat-Hwee",Jiat-Hwee,Q738236,NA,NA,NA
Clark,2019,Sexton,"Sexton, Jared",Jared,Q868421,NA,NA,NA
Clark,2018,Ogée,"Ogée, Frédéric",Frédéric,Q1235608,NA,NA,NA
Clark,2018,de La Maza,"de La Maza, Josefina",Josefina,Q1489,NA,NA,NA
Clark,2018,Çakmak,"Çakmak, Gülru",Gülru,Q15142,NA,NA,NA
Clark,2018,Montross,"Montross, Sarah",Sarah,Q2019741,NA,NA,NA
Clark,2018,Colomina,"Colomina, Beatriz",Beatriz,Q21578,NA,NA,NA
Clark,2018,Carr,"Carr, Kevin",Kevin,Q230492,NA,NA,NA
Clark,2018,Savoy,"Savoy, Daniel",Daniel,Q2749572,NA,NA,NA
Clark,2018,Wigley,"Wigley, Mark",Mark,Q49088,NA,NA,NA
Clark,2018,Macchiavello,"Macchiavello, Carla",Carla,Q4946345,NA,NA,NA
Clark,2018,Crossman,"Crossman, Lisa",Lisa,Q5455423,NA,NA,NA
Clark,2018,Garr,"Garr, Shana Dumont",Shana Dumont,Q5506454,NA,NA,NA
Clark,2018,Saavedra,"Saavedra, Soledad Garcia",Soledad Garcia,Q6034308,NA,NA,NA
Clark,2018,Baldasso,"Baldasso, Renzo",Renzo,Q670897,NA,NA,NA
Clark,2018,Brisman,"Brisman, Shira",Shira,Q838330,NA,NA,NA
Clark,2018,Casid,"Casid, Jill",Jill,Q838330,NA,NA,NA
Clark,2018,Bauer,"Bauer, Doron",Doron,Q861548,NA,NA,NA
Clark,2017,Gerát,"Gerát, Ivan",Ivan,Q1050317,NA,NA,NA
Clark,2017,Sinha,"Sinha, Ajay",Ajay,Q1140542,NA,NA,NA
Clark,2017,Lugo-Ortiz,"Lugo-Ortiz, Agnes",Agnes,Q131252,NA,NA,NA
Clark,2017,Jackson,"Jackson, Matthew Jesse",Matthew Jesse,Q131252,NA,NA,NA
Clark,2017,Wunsch,"Wunsch, Oliver M.",Oliver,Q13371,NA,NA,NA
Clark,2017,Lipinski,"Lipinski, Birger",Birger,Q1754,NA,NA,NA
Clark,2017,Rovine,"Rovine, Victoria",Victoria,Q192334,NA,NA,NA
Clark,2017,Hong,"Hong, Jeehee",Jeehee,Q201492,NA,NA,NA
Clark,2017,Pitta,"Pitta, Fernanda",Fernanda,Q2095209,NA,NA,NA
Clark,2017,Piccoli,"Piccoli, Valéria",Valéria,Q2095209,NA,NA,NA
Clark,2017,Scherer,"Scherer, Andrew",Andrew,Q49114,NA,NA,NA
Clark,2017,Heuer,"Heuer, Christopher P.",Christopher,Q49166,NA,NA,NA
Clark,2017,Sears,"Sears, Tamara",Tamara,Q499451,NA,NA,NA
Clark,2017,Cabañas,"Cabañas, Kaira M.",Kaira M.,Q501758,NA,NA,NA
Clark,2017,Collier,"Collier, Delinda J.",Delinda,Q7432601,NA,NA,NA
Clark,2017,Redondo,"Redondo, Laercio",Laercio,Q8678,NA,NA,NA
Clark,2017,Dubin,"Dubin, Nina L.",Nina,Q955764,NA,NA,NA
Clark,2016,Koss,"Koss, Juliet",Juliet,Q10664609,NA,NA,NA
Clark,2016,Porras,"Porras, Stephanie",Stephanie,Q1193547,NA,NA,NA
Clark,2016,Bray,"Bray, Xavier",Xavier,Q1327919,NA,NA,NA
Clark,2016,Van Alphen,"Van Alphen, Ernst",Ernst,Q156598,NA,NA,NA
Clark,2016,Ault,"Ault, Julie",Julie,Q1771717,NA,NA,NA
Clark,2016,Warnock,"Warnock, Molly",Molly,Q193727,NA,NA,NA
Clark,2016,Campbell,"Campbell, Stephen J.",Stephen,Q193727,NA,NA,NA
Clark,2016,Bal,"Bal, Mieke",Mieke,Q214341,NA,NA,NA
Clark,2016,Foster,"Foster, Hal",Hal,Q21578,NA,NA,NA
Clark,2016,Fontan del Junco,"Fontan del Junco, Manuel",Manuel,Q29043218,NA,NA,NA
Clark,2016,Nilsson,"Nilsson, Hakan",Hakan,Q3110979,NA,NA,NA
Clark,2016,Nichols,"Nichols, Marden Fitzpatrick",Marden Fitzpatrick,Q333886,NA,NA,NA
Clark,2016,Brunson,"Brunson, Molly",Molly,Q49112,NA,NA,NA
Clark,2016,Slifkin,"Slifkin, Robert",Robert,Q49210,NA,NA,NA
Clark,2016,Buskirk,"Buskirk, Martha",Martha,Q6906574,NA,NA,NA
Clark,2016,Doronchenkov,"Doronchenkov, Ilia",Ilia,Q929378,NA,NA,NA
Clark,2015,Sand,"Sand, Alexa Kristen",Alexa,Q1052614,NA,NA,NA
Clark,2015,Singh,"Singh, Kavita",Kavita,Q1147063,NA,NA,NA
Clark,2015,Burton,"Burton, Johanna",Johanna,Q1156823,NA,NA,NA
Clark,2015,Smith,"Smith, Joanna",Joanna,Q1285902,NA,NA,NA
Clark,2015,Cometa,"Cometa, Michele",Michele,Q1641504,NA,NA,NA
Clark,2015,Crane,"Crane, Sheila",Sheila,Q213439,NA,NA,NA
Clark,2015,Papapetros,"Papapetros, Spyridon",Spyros,Q21578,NA,NA,NA
Clark,2015,Casto,"Casto, Shelly",Shelly,Q2527311,NA,NA,NA
Clark,2015,Shanahan,"Shanahan, Maureen",Maureen,Q258943,NA,NA,NA
Clark,2015,Grootenboer,"Grootenboer, Hanneke",Hanneke,Q34433,NA,NA,NA
Clark,2015,Brenson,"Brenson, Michael",Michael,Q49109,NA,NA,NA
Clark,2015,Müller,"Müller, Kathrin",Kathrin,Q50662,NA,NA,NA
Clark,2015,Smith,"Smith, Paul",Paul,Q865528,NA,NA,NA
Clark,2014,Phillips,"Phillips, Ruth",Ruth,Q1041737,NA,NA,NA
Clark,2014,Phillips,"Phillips, Mark",Mark,Q1041737,NA,NA,NA
Clark,2014,Dave-Mukherji,"Dave-Mukherji, Parul",Parul,Q1147063,NA,NA,NA
Clark,2014,Holly,"Holly, Michael Ann",Michael Ann,Q1465805,NA,NA,NA
Clark,2014,Tejada,"Tejada, Roberto",Roberto,Q1536258,NA,NA,NA
Clark,2014,Finaldi,"Finaldi, Gabriele",Gabriele,Q160112,NA,NA,NA
Clark,2014,Terrassa,"Terrassa, Jacqueline",Jacqueline,Q160236,NA,NA,NA
Clark,2014,Conaty,"Conaty, Kimberly",Kimberly,Q188740,NA,NA,NA
Clark,2014,Heuer,"Heuer, Christopher P.",Christopher,Q21578,NA,NA,NA
Clark,2014,Smith,"Smith, Terence",Terence,Q235034,NA,NA,NA
Clark,2014,Michaud,"Michaud, Eric",Eric,Q273518,NA,NA,NA
Clark,2014,Meier,"Meier, Prita",Prita,Q457281,NA,NA,NA
Clark,2014,Crow,"Crow, Thomas",Thomas,Q49210,NA,NA,NA
Clark,2014,Chambrion,"Chambrion, Matthieu",Matthieu,Q6548,NA,NA,NA
Clark,2014,Leung,"Leung, Simon",Simon,Q868421,NA,NA,NA
Clark,2014,Noland,"Noland, Carrie",Carrie,Q868421,NA,NA,NA
Clark,2014,Lieberman,"Lieberman, Ralph",Ralph,Q983837,NA,NA,NA
Clark,2014,Stavrinaki,"Stavrinaki, Maria",Maria,Q999763,NA,NA,NA
Clark,2013,Blier,"Blier, Suzanne Preston",Suzanne,Q13371,NA,NA,NA
Clark,2013,De Los Cobos,"De Los Cobos, Andrés Úbeda",Andrés Úbeda,Q160112,NA,NA,NA
Clark,2013,Dal Lago,"Dal Lago, Francesca",Francesca,Q202660,NA,NA,NA
Clark,2013,Athens,"Athens, Elizabeth",Elizabeth,Q49112,NA,NA,NA
Clark,2013,Reinhardt,"Reinhardt, Mark",Mark,Q49166,NA,NA,NA
Clark,2013,Peffer,"Peffer, John",John,Q7289009,NA,NA,NA
Clark,2013,Reed,"Reed, Christopher",Christopher,Q739627,NA,NA,NA
Clark,2013,Bishop,"Bishop, Clare",Clare,Q1024543,NA,NA,NA
Clark,2013,Golan,"Golan, Romy",Romy,Q1024543,NA,NA,NA
Clark,2013,Balfour,"Balfour, Ian",Ian,Q849751,NA,NA,NA
Clark,2013,Wyss,"Wyss, Beat",Beat,Q896116,NA,NA,NA
Clark,2013,Samis,"Samis, Peter",Peter,Q913672,NA,NA,NA
Clark,2013,Saltzman,"Saltzman, Lisa",Lisa,Q995265,NA,NA,NA
Clark,2012,Mitchell,"Mitchell, W.J.T.",W.J.T.,Q131252,NA,NA,NA
Clark,2012,Haidu,"Haidu, Rachel",Rachel,Q149990,NA,NA,NA
Clark,2012,Klonk,"Klonk, Charlotte",Charlotte,Q152087,NA,NA,NA
Clark,2012,Appleton,"Appleton, Bill",Bill,Q1760539,NA,NA,NA
Clark,2012,Da Costa Meyer,"Da Costa Meyer, Esther",Esther,Q21578,NA,NA,NA
Clark,2012,Karlholm,"Karlholm, Dan",Dan,Q3110979,NA,NA,NA
Clark,2012,Chang,"Chang, Ting",Ting,Q41262,NA,NA,NA
Clark,2012,Minor,"Minor, Heather Hyde",Heather Hyde,Q457281,NA,NA,NA
Clark,2012,Benjamin,"Benjamin, Roger",Roger,Q487556,NA,NA,NA
Clark,2012,Redford,"Redford, Bruce",Bruce,Q49110,NA,NA,NA
Clark,2012,Korom,"Korom, Frank",Frank,Q49110,NA,NA,NA
Clark,2012,Houston,"Houston, Stephen",Stephen,Q49114,NA,NA,NA
Clark,2012,Courtright,"Courtright, Nicola",Nicola,Q49165,NA,NA,NA
Clark,2012,Bowen,"Bowen, Dore",Dore,Q498526,NA,NA,NA
Clark,2012,Campbell,"Campbell, C. Jean",Jean,Q621043,NA,NA,NA
Clark,2012,Nixon,"Nixon, Mignon",Mignon,Q734266,NA,NA,NA
Clark,2012,Getsy,"Getsy, David J.",David,Q7432601,NA,NA,NA
Clark,2012,Hellman,"Hellman, Mimi",Mimi,Q7535073,NA,NA,NA
Clark,2011,Hannoosh,"Hannoosh, Michèle",Michèle,Q230492,NA,NA,NA
Clark,2011,Storr,"Storr, Annie",Annie,Q1132041,NA,NA,NA
Clark,2011,Gaskell,"Gaskell, Ivan",Ivan,Q13371,NA,NA,NA
Clark,2011,Rousová,"Rousová, Andrea",Andrea,Q1419555,NA,NA,NA
Clark,2011,Barón,"Barón, Javier",Javier,Q160112,NA,NA,NA
Clark,2011,Mills,"Mills, Cynthia",Cynthia,Q16557,NA,NA,NA
Clark,2011,Reynaerts,"Reynaerts, Jenny",Jenny,Q190804,NA,NA,NA
Clark,2011,Lash,"Lash, Miranda",Miranda,Q2063082,NA,NA,NA
Clark,2011,O'Hare,"O'Hare, Mary-Kate",Mary-Kate,Q4328346,NA,NA,NA
Clark,2011,Akcan,"Akcan, Esra",Esra,Q457281,NA,NA,NA
Clark,2011,Corrin,"Corrin, Lisa",Lisa,Q49166,NA,NA,NA
Clark,2011,Crow,"Crow, Thomas",Thomas,Q49210,NA,NA,NA
Clark,2011,Geronimus,"Geronimus, Dennis",Dennis,Q49210,NA,NA,NA
Clark,2011,Pollock,"Pollock, Griselda",Griselda,Q503424,NA,NA,NA
Clark,2011,Gamboni,"Gamboni, Dario L.",Dario,Q503473,NA,NA,NA
Clark,2011,Silva,"Silva, Bisi",Bisi,Q59536269,NA,NA,NA
Clark,2011,Sudhalter,"Sudhalter, Adrian",Adrian,Q60,NA,NA,NA
Clark,2011,Bryan-Wilson,"Bryan-Wilson, Julia",Julia,Q868421,NA,NA,NA
Clark,2011,Shiming,"Shiming, Gao",Gao,Q985670,NA,NA,NA
Clark,2010,Ouédraogo,"Ouédraogo, Jean-Bernard",Jean-Bernard,Q1076606,NA,NA,NA
Clark,2010,Hernández-Navarro,"Hernández-Navarro, Miguel",Miguel,Q1236345,NA,NA,NA
Clark,2010,Jollet,"Jollet, Etienne",Etienne,Q1394262,NA,NA,NA
Clark,2010,Alarcó,"Alarcó, Paloma",Paloma,Q176251,NA,NA,NA
Clark,2010,Brodie,"Brodie, Judith",Judith,Q214867,NA,NA,NA
Clark,2010,Snickare,"Snickare, Mårten",Mårten,Q221645,NA,NA,NA
Clark,2010,Siegfried,"Siegfried, Susan L.",Susan,Q230492,NA,NA,NA
Clark,2010,Vinegar,"Vinegar, Aron",Aron,Q309331,NA,NA,NA
Clark,2010,Belting,"Belting, Hans",Hans,Q309988,NA,NA,NA
Clark,2010,Corn,"Corn, Wanda M.",Wanda,Q41506,NA,NA,NA
Clark,2010,Wrigley,"Wrigley, Richard",Richard,Q472316,NA,NA,NA
Clark,2010,Roberts,"Roberts, Mary",Mary,Q487556,NA,NA,NA
Clark,2010,Ledbury,"Ledbury, Mark",Mark,Q487556,NA,NA,NA
Clark,2010,Silver,"Silver, Larry",Larry,Q49117,NA,NA,NA
Clark,2010,Childs,"Childs, Adrienne L.",Adrienne,Q503415,NA,NA,NA
Clark,2010,Waterfield,"Waterfield, Giles",Giles,Q84,NA,NA,NA
Clark,2010,Willsdon,"Willsdon, Dominic",Dominic,Q913672,NA,NA,NA
Clark,2009,Berger,"Berger, Martin",Martin,Q1047293,NA,NA,NA
Clark,2009,Perchuk,"Perchuk, Andrew",Andrew,Q11203476,NA,NA,NA
Clark,2009,de Duve,"de Duve, Thierry",Thierry,Q1141586,NA,NA,NA
Clark,2009,Singh,"Singh, Kavita",Kavita,Q1147063,NA,NA,NA
Clark,2009,Jackson,"Jackson, Matthew Jesse",Matthew Jesse,Q131252,NA,NA,NA
Clark,2009,Mufti,"Mufti, Aamir",Aamir,Q174710,NA,NA,NA
Clark,2009,Mathur,"Mathur, Saloni",Saloni,Q174710,NA,NA,NA
Clark,2009,Heuer,"Heuer, Christopher P.",Christopher,Q21578,NA,NA,NA
Clark,2009,Mitrovic,"Mitrović, Branko",Branko,Q2495129,NA,NA,NA
Clark,2009,Cohen,"Cohen, Claudine",Claudine,Q273518,NA,NA,NA
Clark,2009,Clayson,"Clayson, S. Hollis (Holly)",S. Hollis (Holly),Q309350,NA,NA,NA
Clark,2009,Kenaan,"Kenaan, Hagi",Hagi,Q319239,NA,NA,NA
Clark,2009,Karroum,"Karroum, Abdellah",Abdellah,Q3272215,NA,NA,NA
Clark,2009,Ebert-Schifferer,"Ebert-Schifferer, Sybille",Sybille,Q339759,NA,NA,NA
Clark,2009,Piotrowski,"Piotrowski, Piotr",Piotr,Q348402,NA,NA,NA
Clark,2009,Clarke,"Clarke, Christa",Christa,Q4328346,NA,NA,NA
Clark,2009,McClellan,"McClellan, Andrew",Andrew,Q49120,NA,NA,NA
Clark,2009,Bennett,"Bennett, Jill",Jill,Q734764,NA,NA,NA
Clark,2009,Palermo,"Palermo, Charles",Charles,Q875637,NA,NA,NA
Clark,2008,Werth,"Werth, Margaret",Margaret,Q1068072,NA,NA,NA
Clark,2008,Naginski,"Naginski, Erika",Erika,Q13371,NA,NA,NA
Clark,2008,Katz,"Katz, Jonathan D.",Jonathan D.,Q1345,NA,NA,NA
Clark,2008,Mercer,"Mercer, Kobena P.",Kobena P.,Q1760791,NA,NA,NA
Clark,2008,Kelly,"Kelly, Michael",Michael,Q1783178,NA,NA,NA
Clark,2008,Sasse,"Sasse, Julie",Julie,Q18325616,NA,NA,NA
Clark,2008,Merback,"Merback, Mitchell",Mitchell,Q193727,NA,NA,NA
Clark,2008,Affron,"Affron, Matthew",Matthew,Q213439,NA,NA,NA
Clark,2008,Witkovsky,"Witkovsky, Matthew",Matthew,Q214867,NA,NA,NA
Clark,2008,Patry,"Patry, Sylvie",Sylvie,Q23402,NA,NA,NA
Clark,2008,Scott,"Scott, Felicity",Felicity,Q49088,NA,NA,NA
Clark,2008,Joseph,"Joseph, Branden W.",Branden W.,Q49088,NA,NA,NA
Clark,2008,Leja,"Leja, Michael",Michael,Q49117,NA,NA,NA
Clark,2008,Sappol,"Sappol, Michael",Michael,Q611833,NA,NA,NA
Clark,2008,Okeke-Agulu,"Okeke-Agulu, Chika O.",Chika O.,Q739627,NA,NA,NA
Clark,2008,D'Souza,"D'Souza, Aruna",Aruna,Q863813,NA,NA,NA
Clark,2007,Donougho,"Donougho, Martin",Martin,Q1024426,NA,NA,NA
Clark,2007,Standring,"Standring, Timothy James",Timothy,Q1189960,NA,NA,NA
Clark,2007,English,"English, Darby",Darby,Q131252,NA,NA,NA
Clark,2007,Roberts,"Roberts, Jennifer L.",Jennifer L.,Q13371,NA,NA,NA
Clark,2007,Tate,"Tate, Carolyn",Carolyn,Q1423756,NA,NA,NA
Clark,2007,Van Alphen,"Van Alphen, Ernst",Ernst,Q156598,NA,NA,NA
Clark,2007,Tickner,"Tickner, Lisa",Lisa,Q1760791,NA,NA,NA
Clark,2007,Conisbee,"Conisbee, Philip",Philip,Q214867,NA,NA,NA
Clark,2007,Causey,"Causey, Faya",Faya,Q214867,NA,NA,NA
Clark,2007,Nairne,"Nairne, Sandy",Sandy,Q238587,NA,NA,NA
Clark,2007,Bajou,"Bajou, Valérie",Valérie,Q2946,NA,NA,NA
Clark,2007,Morel,"Morel, Philipe",Philipe,Q3152376,NA,NA,NA
Clark,2007,Bull,"Bull, Malcolm",Malcom,Q34433,NA,NA,NA
Clark,2007,Lamoureux,"Lamoureux, Johanne",Johanne,Q392189,NA,NA,NA
Clark,2007,Tronzo,"Tronzo, William",William,Q41506,NA,NA,NA
Clark,2007,Taylor,"Taylor, Michael R.",Michael R.,Q510324,NA,NA,NA
Clark,2007,Meyer,"Meyer, James",James,Q621043,NA,NA,NA
Clark,2007,Sims,"Sims, Lowery Stokes",Lowery,Q903403,NA,NA,NA
Clark,2006,Lee,"Lee, Anthony",Anthony,Q1140542,NA,NA,NA
Clark,2006,Ward,"Ward, Martha",Martha,Q131252,NA,NA,NA
Clark,2006,Jarrard,"Jarrard, Alice",Alice,Q13371,NA,NA,NA
Clark,2006,Sinisgalli,"Sinisgalli, Rocco",Rocco,Q209344,NA,NA,NA
Clark,2006,Dumas,"Dumas, Ann V",Ann V,Q270920,NA,NA,NA
Clark,2006,Davila,"Davila, Thierry",Thierry,Q2945071,NA,NA,NA
Clark,2006,Dilly,"Dilly, Heinrich",Heinrich,Q32120,NA,NA,NA
Clark,2006,Guilbaut,"Guilbaut, Serge",Serge,Q3551708,NA,NA,NA
Clark,2006,Musser,"Musser, Charles",Charles,Q49112,NA,NA,NA
Clark,2006,Bickford,"Bickford, Maggie",Maggie,Q49114,NA,NA,NA
Clark,2006,Barry-Flood,"Flood, Finbarr Barry",Finbarr,Q49210,NA,NA,NA
Clark,2006,Reynolds,"Reynolds, Ann",Ann,Q49213,NA,NA,NA
Clark,2006,Reed,"Reed, Arden",Arden,Q7227384,NA,NA,NA
Clark,2005,Iversen,"Iversen, Margaret",Margaret,Q1075104,NA,NA,NA
Clark,2005,Ozerkov,"Ozerkov, Dmitry",Dmitry,Q132783,NA,NA,NA
Clark,2005,Von Falkenhausen,"Von Falkenhausen, Susanne",Susanne,Q152087,NA,NA,NA
Clark,2005,Chapius,"Chapuis, Julien",Julien,Q160236,NA,NA,NA
Clark,2005,Weston,"Weston, Helen",Helen,Q193196,NA,NA,NA
Clark,2005,Donovan,"Donovan, Molly",Molly,Q214867,NA,NA,NA
Clark,2005,Loumpet,"Loumpet, Alexandra Galitzine",Alexandra Galitzine,Q3551692,NA,NA,NA
Clark,2005,Loumpet,"Loumpet, Germain",Germain,Q3551692,NA,NA,NA
Clark,2005,Dackerman,"Dackerman, Susan",Susan,Q377579,NA,NA,NA
Clark,2005,Erickson,"Erickson, Peter",Peter,Q490732,NA,NA,NA
Clark,2005,Jarzombek,"Jarzombek, Mark",Mark,Q49108,NA,NA,NA
Clark,2005,Rorty,"Rorty, Amelie",Amelie,Q49111,NA,NA,NA
Clark,2005,Cohen,"Cohen, Ada",Ada,Q49116,NA,NA,NA
