program,year,last_name,full_name,first_name,affiliation_QID,subprogram,multi.year_award,fellowship.title
"The Center, NGA",2015,Jackson,"Jackson, Denva",Denva,Q13371,Predoctoral Fellow,checked,NA
"The Center, NGA",2015,Lumbreras,"Lumbreras, María",María,Q193727,Predoctoral Fellow,checked,NA
"The Center, NGA",2015,Breidenthal,"Breidenthal, Magdalene",Magdalene,Q49112,Predoctoral Fellow,checked,NA
"The Center, NGA",2015,Barton,"Barton, Juliana",Juliana,Q49117,Predoctoral Travel Fellow,,NA
"The Center, NGA",2015,Johnson,"Johnson, Annika K.",Annika K.,Q235034,Predoctoral Travel Fellow,,NA
"The Center, NGA",2015,Richmond-Moll,"Richmond-Moll, Jeffrey",Jeffrey,Q1068072,Predoctoral Travel Fellow,,NA
"The Center, NGA",2015,Wilson,"Wilson, Mabel O.",Mabel O.,Q49088,Senior Fellow,,NA
"The Center, NGA",2015,Mussolin,"Mussolin, Mauro",Mauro,Q672416,Senior Fellow,,NA
"The Center, NGA",2015,Miller,"Miller, Angela",Angela,Q777403,Senior Fellow,,NA
"The Center, NGA",2015,Hansen,"Hansen, Morten Steen",Morten Steen,Q61,Senior Fellow,,NA
"The Center, NGA",2015,White,"Whyte, Iain Boyd",Iain Boyd,Q160302,Professor,,NA
"The Center, NGA",2015,Vagenheim,"Vagenheim, Ginette",Ginette,Q494247,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Nelson,"Nelson, Robert S.",Robert S.,Q49112,Professor,,NA
"The Center, NGA",2014,Ottani Cavina,"Ottani Cavina, Anna",Anna,Q131262,Professor,,NA
"The Center, NGA",2014,Jaskot,"Jaskot, Paul B.",Paul B.,Q1179603,Professor,checked,NA
"The Center, NGA",2014,Dickerson III,"Dickerson III, C. D.",C. D.,Q1741629,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Jordan,"Jordan, Caroline",Caroline,Q1478723,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Jover de Celis,"Jover de Celis, Maite",Maite,Q160112,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Krause,"Krause, Stefan",Stefan,Q95569,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Lee,"Lee, Mireille",Mireille,Q29052,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Leone,"Leone, Stephanie C.",Stephanie C.,Q49118,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Rosenfeld,"Rosenfeld, Alla",Alla,Q499451,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Vázquez,"Vázquez, Oscar E.",Oscar E.,Q457281,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Hochmann,"Hochmann, Michel",Michel,Q273631,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Küster,"Küster, Ulf",Ulf,Q673833,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Morselli,"Morselli, Raffaella",Raffaella,Q2303527,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Bork,"Bork, Robert",Robert,Q182973,Senior Fellow,,NA
"The Center, NGA",2014,Heuer,"Heuer, Christopher P.",Christopher P.,Q21578,Senior Fellow,,NA
"The Center, NGA",2014,Houston,"Houston, Stephen",Stephen,Q49114,Senior Fellow,,NA
"The Center, NGA",2014,McHam,"McHam, Sarah Blake",Sarah Blake,Q499451,Senior Fellow,,NA
"The Center, NGA",2014,Roberts,"Roberts, Mary",Mary,Q487556,Senior Fellow,,NA
"The Center, NGA",2014,Carpo,"Carpo, Mario",Mario,Q49112,Senior Fellow,,NA
"The Center, NGA",2014,Liu,"Liu, Lihong",Lihong,Q87195168,Postdoctoral Fellow,checked,NA
"The Center, NGA",2014,Sullo,"Sullo, Nicole Paxton",Nicole Paxton,Q49112,Predoctoral Fellow,,NA
"The Center, NGA",2014,Stewart,"Stewart, Zachary",Zachary,Q49088,Predoctoral Fellow,,NA
"The Center, NGA",2014,Wood,"Wood, Kelli",Kelli,Q131252,Predoctoral Fellow,checked,NA
"The Center, NGA",2014,Shea,"Shea, Eiren L.",Eiren L.,Q49117,Predoctoral Fellow,checked,NA
"The Center, NGA",2014,McMahon,"McMahon, Brendan C.",Brendan C.,Q4614,Predoctoral Fellow,checked,NA
"The Center, NGA",2014,Bravo,"Bravo, Monica",Monica,Q49114,Predoctoral Fellow,checked,NA
"The Center, NGA",2014,Blakinger,"Blakinger, John R.",John R.,Q41506,Predoctoral Fellow,checked,NA
"The Center, NGA",2014,Taylor,"Taylor, Phil",Phil,Q21578,Predoctoral Fellow,checked,NA
"The Center, NGA",2014,Estrin,"Estrin, Seth",Seth,Q168756,Predoctoral Fellow,checked,NA
"The Center, NGA",2014,Alexander,"Alexander, Alisa",Alisa,Q263064,Predoctoral Travel Fellow,,NA
"The Center, NGA",2014,De Los Santos,"De Los Santos, Jenevieve",Jenevieve,Q499451,Predoctoral Travel Fellow,,NA
"The Center, NGA",2014,Thomas,"Thomas, Mary",Mary,Q1047293,Predoctoral Travel Fellow,,NA
"The Center, NGA",2014,Valladares,"Valladares, Hérica",Hérica,Q5092,Visiting Senior Fellow,,NA
"The Center, NGA",2014,Siegfried,"Siegfried, Susan L.",Susan L.,Q230492,Senior Fellow,,NA
"The Center, NGA",2013,Clayson,"Clayson, S. Hollis (Holly)",S. Hollis,Q309350,Professor,,NA
"The Center, NGA",2013,Frosinini,"Frosinini, Cecilia",Cecilia,Q3354176,Professor,,NA
"The Center, NGA",2013,Napoli,"Napoli, J. Nicholas",J. Nicholas,Q1204714,Visiting Senior Fellow,,NA
"The Center, NGA",2013,Pfisterer,"Pfisterer, Ulrich",Ulrich,Q55044,Visiting Senior Fellow,,NA
"The Center, NGA",2013,Poulot,"Poulot, Dominique",Dominique,Q999763,Visiting Senior Fellow,,NA
"The Center, NGA",2013,Simonato,"Simonato, Lucia",Lucia,Q672416,Visiting Senior Fellow,,NA
"The Center, NGA",2013,Witte,"Witte, Arnold",Arnold,Q214341,Visiting Senior Fellow,,NA
"The Center, NGA",2013,Turner,"Turner, James Grantham",James Grantham,Q168756,Visiting Senior Fellow,,NA
"The Center, NGA",2013,Alemi,"Alemi, Mahvash",Mahvash,Q220,Senior Fellow,,NA
"The Center, NGA",2013,Bourdua,"Bourdua, Louise",Louise,Q865528,Senior Fellow,,NA
"The Center, NGA",2013,Henning,"Henning, Andreas",Andreas,Q653002,Senior Fellow,,NA
"The Center, NGA",2013,Lubin,"Lubin, David M.",David M.,Q392667,Senior Fellow,,NA
"The Center, NGA",2013,Zervigón,"Zervigón, Andrés  Mario",Andrés  Mario,Q499451,Senior Fellow,,NA
"The Center, NGA",2013,Sambricio,"Sambricio, Carlos",Carlos,Q25864,Senior Fellow,,NA
"The Center, NGA",2013,Fowler,"Fowler, Caroline O.",Caroline O.,Q87195168,Postdoctoral Fellow,checked,NA
"The Center, NGA",2013,Stewart,"Stewart, Jessica Stevenson",Jessica Stevenson,Q168756,Predoctoral Fellow,,NA
"The Center, NGA",2013,Barham,"Barham, Nicola Cronin",Nicola Cronin,Q131252,Predoctoral Fellow,,NA
"The Center, NGA",2013,Saunders,"Saunders, Rachel",Rachel,Q13371,Predoctoral Fellow,checked,NA
"The Center, NGA",2013,Kim,"Kim, Miri",Miri,Q21578,Predoctoral Fellow,checked,NA
"The Center, NGA",2013,Jasienski,"Jasienski, Adam",Adam,Q13371,Predoctoral Fellow,checked,NA
"The Center, NGA",2013,Drosos,"Drosos, Nikolaos",Nikolas,Q1024543,Predoctoral Fellow,checked,NA
"The Center, NGA",2013,Cowcher,"Cowcher, Kate",Kate,Q41506,Predoctoral Fellow,checked,NA
"The Center, NGA",2013,Fucci,"Fucci, Robert",Robert,Q49088,Predoctoral Fellow,checked,NA
"The Center, NGA",2013,Chadwick,"Chadwick, Esther",Esther,Q49112,Predoctoral Fellow,checked,NA
"The Center, NGA",2013,Lee,"Lee, Craig",Craig,Q1068072,Predoctoral Travel Fellow,,NA
"The Center, NGA",2013,Riley,"Riley, Caroline M.",Caroline M.,Q49110,Predoctoral Travel Fellow,,NA
"The Center, NGA",2013,Sands,"Sands, Audrey",Audrey,Q49112,Predoctoral Travel Fellow,,NA
"The Center, NGA",2013,Sperling,"Sperling, Juliet",Juliet,Q49117,Predoctoral Travel Fellow,,NA
"The Center, NGA",2013,Dubin,"Dubin, Nina L.",Nina L.,Q955764,Senior Fellow,,NA
"The Center, NGA",2013,Kiene,"Kiene, Michael",Michael,Q54096,Visiting Senior Fellow,,NA
"The Center, NGA",2012,Bätschmann,"Bätschmann, Oskar",Oskar,Q659080,Professor,,NA
"The Center, NGA",2012,Cooke,"Cooke, Lynne",Lynne,Q60,Professor,,NA
"The Center, NGA",2012,Gaudio,"Gaudio, Michael",Michael,Q238101,Visiting Senior Fellow,,NA
"The Center, NGA",2012,Maniaque-Benton,"Maniaque-Benton, Caroline",Caroline,Q3578184,Visiting Senior Fellow,,NA
"The Center, NGA",2012,Maumi,"Maumi, Catherine",Catherine,Q3578178,Visiting Senior Fellow,,NA
"The Center, NGA",2012,Phillips,"Phillips, Mark",Mark Salber,Q1041737,Visiting Senior Fellow,,NA
"The Center, NGA",2012,Schmitter,"Schmitter, Monika",Monika,Q15142,Visiting Senior Fellow,,NA
"The Center, NGA",2012,Ky Phuong,"Ky Phuong, Tran",Tran,Q127329565,Visiting Senior Fellow,,NA
"The Center, NGA",2012,Adams,"Adams, Nicholas",Nicholas,Q2093794,Visiting Senior Fellow,,NA
"The Center, NGA",2012,Matthew,"Matthew, Louisa C.",Louisa C.,Q1567748,Visiting Senior Fellow,,NA
"The Center, NGA",2012,Burkhart,"Burkhart, Louise M.",Louise M.,Q1780816,Senior Fellow,,NA
"The Center, NGA",2012,Dunlop,"Dunlop, Anne",Anne,Q1193547,Senior Fellow,,NA
"The Center, NGA",2012,Hahn,"Hahn, Cynthia",Cynthia,Q1446181,Senior Fellow,,NA
"The Center, NGA",2012,Martin,"Martin, Frank",Frank,Q153006,Guest Scholar,,NA
"The Center, NGA",2012,Bagnoli,"Bagnoli, Martina",Martina,Q210081,Guest Scholar,,NA
"The Center, NGA",2012,Whiteman,"Whiteman, Stephen Hart",Stephen Hart,Q87195168,Postdoctoral Fellow,,NA
"The Center, NGA",2012,Patnaude,"Patnaude, Ann E.",Ann E.,Q131252,Predoctoral Fellow,,NA
"The Center, NGA",2012,Nelson,"Nelson, Jennifer",Jennifer,Q49112,Predoctoral Fellow,,NA
"The Center, NGA",2012,Yau,"Yau, Elaine Y.",Elaine Y.,Q168756,Predoctoral Fellow,,NA
"The Center, NGA",2012,Wager,"Wager, Susan M.",Susan M.,Q49088,Predoctoral Fellow,checked,NA
"The Center, NGA",2012,Thomas,"Thomas, James M.",James M.,Q41506,Predoctoral Fellow,checked,NA
"The Center, NGA",2012,Kersey,"Kersey, Kristopher W.",Kristopher W.,Q168756,Predoctoral Fellow,checked,NA
"The Center, NGA",2012,Kaligotla,"Kaligotla, Subhashini",Subhashini,Q49088,Predoctoral Fellow,checked,NA
"The Center, NGA",2012,Pullins,"Pullins, David",David,Q13371,Predoctoral Fellow,checked,NA
"The Center, NGA",2012,Friedman,"Friedman, Hannah J.",Hannah J.,Q193727,Predoctoral Fellow,checked,NA
"The Center, NGA",2012,Casey,"Casey, Emily Clare",Emily Clare,Q1068072,Predoctoral Travel Fellow,,NA
"The Center, NGA",2012,Marr,"Marr, Alexander Brier",Alexander Brier,Q149990,Predoctoral Travel Fellow,,NA
"The Center, NGA",2012,Thompson,"Thompson, Whitney",Whitney,Q1024543,Predoctoral Travel Fellow,,NA
"The Center, NGA",2012,Lingo,"Lingo, Stuart",Stuart,Q219563,Senior Fellow,,NA
"The Center, NGA",2012,Jaskot,"Jaskot, Paul B.",Paul B.,Q1179603,Visiting Senior Fellow,,NA
"The Center, NGA",2012,de Duve,"de Duve, Thierry",Thierry,Q1141586,Senior Fellow,,NA
"The Center, NGA",2012,Frosinini,"Frosinini, Cecilia",Cecilia,Q3354176,Visiting Senior Fellow,,NA
"The Center, NGA",2011,Lingo,"Lingo, Estelle",Estelle,Q219563,Senior Fellow,,NA
"The Center, NGA",2011,Gardner,"Gardner, Julian",Julian,Q865528,Professor,,NA
"The Center, NGA",2011,Stoichita,"Stoichita, Victor I.",Victor I.,Q36188,Professor,,NA
"The Center, NGA",2011,Lichtenstein,"Lichtenstein, Jacqueline",Jacqueline,Q546118,Professor,,NA
"The Center, NGA",2011,Fumaroli,"Fumaroli, Marc",Marc,Q202660,Professor,,NA
"The Center, NGA",2011,Agoston,"Agoston, Laura Camille",Laura Camille,Q1311379,Visiting Senior Fellow,,NA
"The Center, NGA",2011,Gage,"Gage, Frances",Frances,Q4570064,Visiting Senior Fellow,,NA
"The Center, NGA",2011,Tosini,"Tosini, Patrizia",Patrizia,Q504263,Visiting Senior Fellow,,NA
"The Center, NGA",2011,Weigert,"Weigert, Laura",Laura,Q499451,Senior Fellow,,NA
"The Center, NGA",2011,James,"James, David E.",David E.,Q4614,Senior Fellow,,NA
"The Center, NGA",2011,Lee,"Lee, Sonya S.",Sonya S.,Q4614,Senior Fellow,,NA
"The Center, NGA",2011,Purtle,"Purtle, Jennifer",Jennifer,Q180865,Senior Fellow,,NA
"The Center, NGA",2011,Wolff de Carvalho,"Wolff de Carvalho, Maria Cristina",Maria Cristina,Q5508993,Senior Fellow,,NA
"The Center, NGA",2011,Stanek,"Stanek, Łukasz",Łukasz,Q87195168,Postdoctoral Fellow,checked,NA
"The Center, NGA",2011,Turel,"Turel, Noa",Noa,Q263064,Predoctoral Fellow,,NA
"The Center, NGA",2011,Taft,"Taft, Maggie",Maggie,Q131252,Predoctoral Fellow,,NA
"The Center, NGA",2011,Zhu,"Zhu, Yanfei",Yanfei,Q309331,Predoctoral Fellow,checked,NA
"The Center, NGA",2011,Rivera,"Rivera, Fredo",Fredo,Q168751,Predoctoral Fellow,checked,NA
"The Center, NGA",2011,Hauknes,"Hauknes, Marius B.",Marius B.,Q21578,Predoctoral Fellow,checked,NA
"The Center, NGA",2011,Berger,"Berger, Susanna",Susanna,Q35794,Predoctoral Fellow,checked,NA
"The Center, NGA",2011,O'Driscoll,"O'Driscoll, Joshua",Joshua,Q13371,Predoctoral Fellow,checked,NA
"The Center, NGA",2011,Butterfield-Rosen,"Butterfield-Rosen, Emmelyn",Emmelyn,Q21578,Predoctoral Fellow,checked,NA
"The Center, NGA",2011,Igoe,"Igoe, Laura Turner",Laura Turner,Q1420239,Predoctoral Travel Fellow,,NA
"The Center, NGA",2011,Leary,"Leary, Erin",Erin,Q149990,Predoctoral Travel Fellow,,NA
"The Center, NGA",2011,Morawski,"Morawski, Erica North",Erica North,Q955764,Predoctoral Travel Fellow,,NA
"The Center, NGA",2011,Horton,"Horton, Jessica L.",Jessica L.,Q149990,Predoctoral Fellow,checked,NA
"The Center, NGA",2011,Brothers,"Brothers, Cammy",Cammy,Q213439,Senior Fellow,,NA
"The Center, NGA",2011,Powell,"Powell, Amy",Amy,Q868421,Senior Fellow,,NA
"The Center, NGA",2011,Ruggles,"Ruggles, D. Fairchild",D. Fairchild,Q457281,Visiting Senior Fellow,,NA
"The Center, NGA",2011,Oy-Marra,"Oy-Marra, Elizabeth",Elizabeth,Q161982,Visiting Senior Fellow,,NA
"The Center, NGA",2010,Rishel,"Rishel, Joseph J.",Joseph J.,Q510324,Professor,,NA
"The Center, NGA",2010,Taylor,"Taylor, Roger",Roger,Q3551402,Professor,,NA
"The Center, NGA",2010,Bambach,"Bambach, Carmen C.",Carmen C.,Q160236,Professor,checked,NA
"The Center, NGA",2010,Cieri Via,"Cieri Via, Claudia",Claudia,Q209344,Visiting Senior Fellow,,NA
"The Center, NGA",2010,Denhaene,"Denhaene, Godelieve",Godelieve,Q383931,Visiting Senior Fellow,,NA
"The Center, NGA",2010,Jacobs,"Jacobs, Fredrika H.",Fredrika H.,Q2303536,Visiting Senior Fellow,,NA
"The Center, NGA",2010,Longstaffe-Gowan,"Longstaffe-Gowan, Todd",Todd,Q127329199,Visiting Senior Fellow,,NA
"The Center, NGA",2010,McPherson,"McPherson, Heather",Heather,Q1472663,Visiting Senior Fellow,,NA
"The Center, NGA",2010,Minta,"Minta, Anna",Anna,Q659080,Visiting Senior Fellow,,NA
"The Center, NGA",2010,Tongiorgi Tomasi,"Tongiorgi Tomasi, Lucia",Lucia,Q645663,Visiting Senior Fellow,,NA
"The Center, NGA",2010,Volait,"Volait, Mercedes",Mercedes,Q280413,Visiting Senior Fellow,,NA
"The Center, NGA",2010,Betzer,"Betzer, Sarah",Sarah,Q213439,Senior Fellow,,NA
"The Center, NGA",2010,Bohde,"Bohde, Daniele",Daniele,Q50662,Senior Fellow,,NA
"The Center, NGA",2010,Kousser,"Kousser, Rachel",Rachel,Q371625,Senior Fellow,,NA
"The Center, NGA",2010,Sears,"Sears, Elizabeth",Elizabeth,Q230492,Senior Fellow,,NA
"The Center, NGA",2010,Stonard,"Stonard, John-Paul",John-Paul,Q84,Senior Fellow,,NA
"The Center, NGA",2010,Úbeda,"Úbeda, Andrés",Andrés,Q160112,Guest Scholar,,NA
"The Center, NGA",2010,Nichols,"Nichols, Marden Fitzpatrick",Marden Fitzpatrick,Q87195168,Postdoctoral Fellow,,NA
"The Center, NGA",2010,Tokumitsu,"Tokumitsu, Miya",Miya,Q49117,Predoctoral Fellow,,NA
"The Center, NGA",2010,Nesin,"Nesin, Kate",Kate,Q21578,Predoctoral Fellow,,NA
"The Center, NGA",2010,Seastrand,"Seastrand, Anna Lise",Anna Lise,Q49088,Predoctoral Fellow,checked,NA
"The Center, NGA",2010,Lu,"Lu, Di Yin",Di Yin,Q13371,Predoctoral Fellow,checked,NA
"The Center, NGA",2010,Francis,"Francis, Razan",Razan,Q49108,Predoctoral Fellow,checked,NA
"The Center, NGA",2010,Di Resta,"Di Resta, Jason",Jason,Q193727,Predoctoral Fellow,checked,NA
"The Center, NGA",2010,Jones,"Jones, Nathaniel B.",Nathaniel B.,Q49112,Predoctoral Fellow,checked,NA
"The Center, NGA",2010,Gamer,"Gamer, Meredith",Meredith,Q49112,Predoctoral Fellow,checked,NA
"The Center, NGA",2010,Beetham,"Beetham, Sarah",Sarah,Q1068072,Predoctoral Travel Fellow,,NA
"The Center, NGA",2010,Elder,"Elder, Nika",Nika,Q21578,Predoctoral Travel Fellow,,NA
"The Center, NGA",2010,Rosenberger,"Rosenberger, Christina",Christina,Q49210,Predoctoral Travel Fellow,,NA
"The Center, NGA",2010,Simonishvili,"Simonishvili, Nino",Nino,Q2586798,Guest Scholar,,NA
"The Center, NGA",2010,Byrd,"Byrd, Dana E.",Dana E.,Q49112,Predoctoral Fellow,checked,NA
"The Center, NGA",2009,Meijer,"Meijer, Bert W.",Bert W.,Q221653,Professor,,NA
"The Center, NGA",2009,Careri,"Careri, Giovanni",Giovanni,Q273518,Visiting Senior Fellow,,NA
"The Center, NGA",2009,Haines,"Haines, Margaret",Margaret,Q3558578,Visiting Senior Fellow,,NA
"The Center, NGA",2009,Hart,"Hart, Vaughan",Vaughan,Q1422458,Visiting Senior Fellow,,NA
"The Center, NGA",2009,Hopkins,"Hopkins, Andrew",Andrew,Q1494671,Visiting Senior Fellow,,NA
"The Center, NGA",2009,McLaren,"McLaren, Brian L.",Brian L.,Q219563,Visiting Senior Fellow,,NA
"The Center, NGA",2009,Osokina,"Osokina, Elena",Elena,Q1024426,Visiting Senior Fellow,,NA
"The Center, NGA",2009,Lugon,"Lugon, Olivier",Olivier,Q658975,Visiting Senior Fellow,,NA
"The Center, NGA",2009,Blier,"Blier, Suzanne Preston",Suzanne Preston,Q13371,Senior Fellow,,NA
"The Center, NGA",2009,Getsy,"Getsy, David J.",David J.,Q239303,Senior Fellow,,NA
"The Center, NGA",2009,Lara,"Lara, Jaime",Jaime,Q49112,Senior Fellow,,NA
"The Center, NGA",2009,Levy,"Levy, Evonne",Evonne,Q180865,Senior Fellow,,NA
"The Center, NGA",2009,Schreffler,"Schreffler, Michael J.",Michael J.,Q2303536,Senior Fellow,,NA
"The Center, NGA",2009,Carl,"Carl, Doris",Doris,Q872398,Guest Scholar,,NA
"The Center, NGA",2009,Falciani,"Falciani, Carlo",Carlo,Q2822373,Guest Scholar,,NA
"The Center, NGA",2009,Dey,"Dey, Hendrik W.",Hendrik W.,Q1446181,Postdoctoral Fellow,,NA
"The Center, NGA",2009,O'Neil,"O'Neil, Megan E.",Megan E.,Q4614,Postdoctoral Fellow,checked,NA
"The Center, NGA",2009,Ghoche,"Ghoche, Ralph",Ralph,Q49088,Predoctoral Fellow,,NA
"The Center, NGA",2009,Drimmer,"Drimmer, Sonja",Sonja,Q49088,Predoctoral Fellow,,NA
"The Center, NGA",2009,Lee,"Lee, Lisa",Lisa,Q21578,Predoctoral Fellow,checked,NA
"The Center, NGA",2009,LaFountain,"LaFountain, Jason David",Jason David,Q13371,Predoctoral Fellow,checked,NA
"The Center, NGA",2009,Khera,"Khera, Dipti",Dipti,Q49088,Predoctoral Fellow,checked,NA
"The Center, NGA",2009,Basu,"Basu, Priyanka",Priyanka,Q4614,Predoctoral Fellow,checked,NA
"The Center, NGA",2009,Stager,"Stager, Jennifer",Jennifer,Q168756,Predoctoral Fellow,checked,NA
"The Center, NGA",2009,Anderson,"Anderson, Benjamin",Benjamin,Q995265,Predoctoral Fellow,checked,NA
"The Center, NGA",2009,Baradel,"Baradel, Lacey",Lacey,Q49117,Predoctoral Travel Fellow,,NA
"The Center, NGA",2009,Madura,"Madura, Joe",Joe,Q621043,Predoctoral Travel Fellow,,NA
"The Center, NGA",2009,Mulroney,"Mulroney, Lucy",Lucy,Q149990,Predoctoral Travel Fellow,,NA
"The Center, NGA",2009,Robertson,"Robertson, Breanne",Breanne,Q503415,Predoctoral Travel Fellow,,NA
"The Center, NGA",2009,Simonishvili,"Simonishvili, Nino",Nino,Q2586798,Visiting Senior Fellow,,NA
"The Center, NGA",2009,Brisman,"Brisman, Shira",Shira,Q49112,Predoctoral Fellow,checked,NA
"The Center, NGA",2009,Iskin,"Iskin, Ruth E.",Ruth E.,Q737332,Visiting Senior Fellow,,NA
"The Center, NGA",2009,Reynolds,"Reynolds, Jonathan M.",Jonathan M.,Q167733,Senior Fellow,,NA
"The Center, NGA",2008,House,"House, John",John,Q734266,Professor,,NA
"The Center, NGA",2008,Belting,"Belting, Hans",Hans,Q896116,Professor,,NA
"The Center, NGA",2008,Troy,"Troy, Nancy J.",Nancy J.,Q4614,Professor,,NA
"The Center, NGA",2008,Falomir,"Falomir, Miguel",Miguel,Q160112,Professor,checked,NA
"The Center, NGA",2008,Coltman,"Coltman, Viccy",Viccy,Q160302,Visiting Senior Fellow,,NA
"The Center, NGA",2008,Ballew Neff,"Neff, Emily Ballew",Emily,Q1565911,Visiting Senior Fellow,,NA
"The Center, NGA",2008,Sperti,"Sperti, Luigi",Luigi,Q1546906,Visiting Senior Fellow,,NA
"The Center, NGA",2008,Defente,"Defente, Virginie",Virginie,Q459026,Visiting Senior Fellow,,NA
"The Center, NGA",2008,Alcalá,"Alcalá, Luisa Elena",Luisa Elena,Q788091,Senior Fellow,,NA
"The Center, NGA",2008,Shelton,"Shelton, Andrew Carrington",Andrew Carrington,Q309331,Senior Fellow,,NA
"The Center, NGA",2008,Unglaub,"Unglaub, Jonathan",Jonathan,Q49119,Senior Fellow,,NA
"The Center, NGA",2008,Zchomelidse,"Zchomelidse, Nino",Nino,Q21578,Senior Fellow,,NA
"The Center, NGA",2008,Buddensieg,"Buddensieg, Andrea-Sabine",Andrea,Q191228,Guest Scholar,,NA
"The Center, NGA",2008,Kalina,"Kalina, Pavel",Pavel,Q1329478,Guest Scholar,,NA
"The Center, NGA",2008,Gebhard,"Gebhard, Verena",Verena,Q339759,Guest Scholar,,NA
"The Center, NGA",2008,Walden,"Walden, Catherine",Catherine,Q213439,Predoctoral Fellow,,NA
"The Center, NGA",2008,Bass,"Bass, Marisa",Marisa,Q13371,Predoctoral Fellow,,NA
"The Center, NGA",2008,Wofford,"Wofford, Tobias",Tobias,Q174710,Predoctoral Fellow,checked,NA
"The Center, NGA",2008,Pop,"Pop, Andrei",Andrei,Q13371,Predoctoral Fellow,checked,NA
"The Center, NGA",2008,Flaherty,"Flaherty, George F.",George F.,Q263064,Predoctoral Fellow,checked,NA
"The Center, NGA",2008,Chou,"Chou, Wen-shing",Wen-shing,Q168756,Predoctoral Fellow,checked,NA
"The Center, NGA",2008,Arcak Cascale,"Arcak Cascale, Sinem",Sinem,Q238101,Predoctoral Fellow,checked,NA
"The Center, NGA",2008,Kitzinger,"Kitzinger, Beatrice",Beatrice,Q13371,Predoctoral Fellow,checked,NA
"The Center, NGA",2008,Ferando,"Ferando, Christina",Christina,Q49088,Predoctoral Fellow,checked,NA
"The Center, NGA",2008,Byrd,"Byrd, Dana E.",Dana E.,Q49112,Predoctoral Travel Fellow,,NA
"The Center, NGA",2008,Cao,"Cao, Maggie",Maggie,Q13371,Predoctoral Travel Fellow,,NA
"The Center, NGA",2008,Horton,"Horton, Jessica L.",Jessica L.,Q149990,Predoctoral Travel Fellow,,NA
"The Center, NGA",2008,Wong,"Wong, Hannah",Hannah,Q49213,Predoctoral Travel Fellow,,NA
"The Center, NGA",2008,Gamboni,"Gamboni, Dario L.",Dario L.,Q503473,Visiting Senior Fellow,,NA
"The Center, NGA",2008,Anderson,"Anderson, Jaynie Louise",Jaynie Louise,Q319078,Visiting Senior Fellow,,NA
"The Center, NGA",2008,Pon,"Pon, Lisa",Lisa,Q1536258,Visiting Senior Fellow,,NA
"The Center, NGA",2008,Strehlke,"Strehlke, Carl Brandon",Carl Brandon,Q510324,Guest Scholar,,NA
"The Center, NGA",2008,Watenpaugh,"Watenpaugh, Heghnar Zeitlian",Heghnar Zeitlian,Q129421,Senior Fellow,,NA
"The Center, NGA",2008,Zorach,"Zorach, Rebecca",Rebecca,Q131252,Senior Fellow,,NA
"The Center, NGA",2007,Preimesberger,"Preimesberger, Rudolf",Rudolf,Q153006,Professor,,NA
"The Center, NGA",2007,Brothers,"Brothers, Cammy",Cammy,Q213439,Visiting Senior Fellow,,NA
"The Center, NGA",2007,Coyle,"Coyle, Laura",Laura,Q4743747,Visiting Senior Fellow,,NA
"The Center, NGA",2007,Gasparotto,"Gasparotto, Davide",Davide,Q772890,Visiting Senior Fellow,,NA
"The Center, NGA",2007,Howe,"Howe, Eunice D.",Eunice D.,Q4614,Visiting Senior Fellow,,NA
"The Center, NGA",2007,Kiene,"Kiene, Michael",Michael,Q54096,Visiting Senior Fellow,,NA
"The Center, NGA",2007,Murphy,"Murphy, Caroline P.",Caroline P.,Q49111,Visiting Senior Fellow,,NA
"The Center, NGA",2007,Rebecchini,"Rebecchini, Guido",Guido,Q1245999,Visiting Senior Fellow,,NA
"The Center, NGA",2007,Roccasecca,"Roccasecca, Pietro",Pietro,Q338481,Visiting Senior Fellow,,NA
"The Center, NGA",2007,Golahny,"Golahny, Amy",Amy,Q6707331,Visiting Senior Fellow,,NA
"The Center, NGA",2007,Hall,"Hall, Marcia B.",Marcia B.,Q1420239,Visiting Senior Fellow,,NA
"The Center, NGA",2007,Wilkinson,"Wilkinson, Michelle Joan",Michelle Joan,Q61,Visiting Senior Fellow,,NA
"The Center, NGA",2007,Holman,"Holman, Beth L.",Beth L.,Q60,Senior Fellow,,NA
"The Center, NGA",2007,Kokole,"Kokole, Stanko",Stanko,Q1378123,Senior Fellow,,NA
"The Center, NGA",2007,Kupfer,"Kupfer, Marcia",Marcia,Q61,Senior Fellow,,NA
"The Center, NGA",2007,Pereda,"Pereda, Felipe",Felipe,Q788091,Senior Fellow,,NA
"The Center, NGA",2007,Potts,"Potts, Alex",Alex,Q230492,Senior Fellow,,NA
"The Center, NGA",2007,Romano,"Romano, Dennis",Dennis,Q617433,Senior Fellow,,NA
